id,text,meaning,sentence,image_url,tug
39,found,設立する,He founded a new company.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,動詞
40,complete,完了する／完全な,I need to complete this task.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,動詞／形容詞
41,idea,アイデア、考え,That's a great idea!,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,名詞
42,accord,一致、合意／与える,His words are in accord with his actions.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,名詞／動詞
43,company,会社、仲間,He works for a big company.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,名詞
44,interest,興味、関心／興味を持たせる,He has a strong interest in science.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,名詞／動詞
45,research,研究、調査／研究する,She is conducting research on cancer.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,名詞／動詞
46,cause,原因／引き起こす,Smoking is a cause of lung cancer.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,名詞／動詞
47,reason,理由,What is the reason for your absence?,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,名詞
48,effect,効果、影響,This medicine has strong effects.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,名詞
49,influence,影響／影響を与える,His ideas had a great influence on me.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,名詞／動詞
50,situation,状況,The situation is getting worse.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,名詞
51,environment,環境,We must protect the environment.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,名詞
52,skill,技能、スキル,Good communication skills are important.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,名詞
53,matter,事柄、問題／重要である,Money doesn’t matter to me.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,名詞／動詞
54,view,眺め、見解／見る,She has a different view on the issue.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,名詞／動詞
55,value,価値／評価する,Education has great value.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,名詞／動詞
56,species,種（生物分類）,Many species are endangered.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,名詞
57,thought,考え、思考,She shared her thoughts on the topic.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,名詞
58,knowledge,知識,His knowledge of history is impressive.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,名詞
59,memory,記憶,I have a good memory for faces.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,名詞
60,practice,練習、実践／練習する,You need more practice to improve.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,名詞／動詞
61,benefit,利益、恩恵／利益をもたらす,Exercise has many benefits.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,名詞／動詞
62,theory,理論,His theory is difficult to prove.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,名詞
63,issue,問題、発行／発行する,Climate change is a serious issue.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,名詞／動詞
64,experiment,実験／実験する,The scientist conducted an experiment.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,名詞／動詞
65,article,記事、論文,I read an interesting article today.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,名詞
66,focus,焦点、集中／集中する,You should focus on your studies.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,名詞／動詞
67,subject,科目、主題,Math is my favorite subject.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,名詞
68,project,プロジェクト／計画する,We are working on a new project.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,名詞／動詞
69,quality,質、品質,This product has high quality.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,名詞
70,role,役割,She plays an important role in the team.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,名詞
71,term,用語、期間,This term is commonly used in science.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,名詞
72,statement,声明、発言,His statement was very clear.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,名詞
73,material,材料、資料,This book is good material for learning.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,名詞
74,evidence,証拠,There is no evidence to support his claim.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,名詞
75,source,源、情報源,Always check the source of the information.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,名詞
76,community,地域社会、共同体,This is a close-knit community.,https://udvmzaodsrgwecfybkry.supabase.co/storage/v1/object/sign/usalingo.supabase.b.image/anki.test.0004.mean.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV82NjUxYzkwOS05MGVlLTQ1NDktOTBkYS1iZWFiYjE5MGQ5N2YiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJ1c2FsaW5nby5zdXBhYmFzZS5iLmltYWdlL2Fua2kudGVzdC4wMDA0Lm1lYW4ucG5nIiwiaWF0IjoxNzUzNDUwMzA0LCJleHAiOjE3ODQ5ODYzMDR9.baz2NbbiB2BpmbcWZAhEveR8Ho7FeZkDP4KlwmADsFA,名詞
